"elderly_id","city","request_date","status","needs","request_id"
582,"Hanna City",2025-03-18,"Pending","Companionship (social activities), Grocery shopping, Home maintenance (minor repairs), Music and entertainment, Financial management assistance (budgeting), Senior center activities, Music and entertainment, Mental wellness support (non-clinical), Accessibility modifications (home)","R1744"
582,"Hanna City",2025-02-20,"Pending","Companionship (social activities), Grocery shopping, Home maintenance (minor repairs), Music and entertainment, Financial management assistance (budgeting), Senior center activities, Music and entertainment, Mental wellness support (non-clinical), Accessibility modifications (home)","R1745"
582,"Hanna City",2025-02-26,"Completed","Companionship (social activities), Grocery shopping, Home maintenance (minor repairs), Music and entertainment, Financial management assistance (budgeting), Senior center activities, Music and entertainment, Mental wellness support (non-clinical), Accessibility modifications (home)","R1746"
583,"Spokane",2025-02-17,"Completed","Grocery shopping, Pet care, Accessibility modifications (home)","R1747"
583,"Spokane",2025-03-01,"Completed","Grocery shopping, Pet care, Accessibility modifications (home)","R1748"
583,"Spokane",2025-03-04,"Completed","Grocery shopping, Pet care, Accessibility modifications (home)","R1749"
584,"Maysville",2025-02-21,"Completed","Tech support (computers, phones), Arts and crafts activities, Arts and crafts activities, Grocery shopping, Medication reminders (non-medical), Travel companionship","R1750"
584,"Maysville",2025-03-18,"Completed","Tech support (computers, phones), Arts and crafts activities, Arts and crafts activities, Grocery shopping, Medication reminders (non-medical), Travel companionship","R1751"
584,"Maysville",2025-03-11,"Completed","Tech support (computers, phones), Arts and crafts activities, Arts and crafts activities, Grocery shopping, Medication reminders (non-medical), Travel companionship","R1752"
585,"Doylesburg",2025-03-04,"Completed","Senior center activities, Music and entertainment, Cooking meals, Assistive technology training, Transportation to appointments, Pet care, Fall prevention assistance, Companionship (social activities), Transportation to appointments","R1753"
585,"Doylesburg",2025-02-27,"Completed","Senior center activities, Music and entertainment, Cooking meals, Assistive technology training, Transportation to appointments, Pet care, Fall prevention assistance, Companionship (social activities), Transportation to appointments","R1754"
585,"Doylesburg",2025-02-22,"Completed","Senior center activities, Music and entertainment, Cooking meals, Assistive technology training, Transportation to appointments, Pet care, Fall prevention assistance, Companionship (social activities), Transportation to appointments","R1755"
586,"Sarasota",2025-03-11,"Completed","Accessibility modifications (home), Reading aloud (books, newspapers), Grocery shopping, Mental wellness support (non-clinical), Arts and crafts activities, Home maintenance (minor repairs), Home safety assessments, Gardening, Volunteer coordination, Home maintenance (minor repairs)","R1756"
586,"Sarasota",2025-03-05,"Completed","Accessibility modifications (home), Reading aloud (books, newspapers), Grocery shopping, Mental wellness support (non-clinical), Arts and crafts activities, Home maintenance (minor repairs), Home safety assessments, Gardening, Volunteer coordination, Home maintenance (minor repairs)","R1757"
586,"Sarasota",2025-03-03,"Completed","Accessibility modifications (home), Reading aloud (books, newspapers), Grocery shopping, Mental wellness support (non-clinical), Arts and crafts activities, Home maintenance (minor repairs), Home safety assessments, Gardening, Volunteer coordination, Home maintenance (minor repairs)","R1758"
587,"Austin",2025-03-12,"Completed","Walking/exercise assistance, Educational programs","R1759"
587,"Austin",2025-02-21,"Completed","Walking/exercise assistance, Educational programs","R1760"
587,"Austin",2025-03-17,"Completed","Walking/exercise assistance, Educational programs","R1761"
588,"Center Point",2025-02-22,"Completed","Assistive technology training, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Playing games (cards, board games), Fall prevention assistance, Housekeeping, Cooking meals","R1762"
588,"Center Point",2025-03-10,"Completed","Assistive technology training, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Playing games (cards, board games), Fall prevention assistance, Housekeeping, Cooking meals","R1763"
588,"Center Point",2025-02-17,"Completed","Assistive technology training, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Playing games (cards, board games), Fall prevention assistance, Housekeeping, Cooking meals","R1764"
589,"Manchester",2025-03-07,"Pending","Cooking meals, Medication reminders (non-medical), Housekeeping, Travel companionship, Playing games (cards, board games), Assistive technology training, Travel companionship, Home maintenance (minor repairs), Fall prevention assistance","R1765"
589,"Manchester",2025-03-04,"Pending","Cooking meals, Medication reminders (non-medical), Housekeeping, Travel companionship, Playing games (cards, board games), Assistive technology training, Travel companionship, Home maintenance (minor repairs), Fall prevention assistance","R1766"
589,"Manchester",2025-03-11,"Completed","Cooking meals, Medication reminders (non-medical), Housekeeping, Travel companionship, Playing games (cards, board games), Assistive technology training, Travel companionship, Home maintenance (minor repairs), Fall prevention assistance","R1767"
590,"Mc Arthur",2025-03-14,"Completed","Fall prevention assistance, Grocery shopping, Fall prevention assistance, Playing games (cards, board games), Home maintenance (minor repairs)","R1768"
590,"Mc Arthur",2025-03-06,"Completed","Fall prevention assistance, Grocery shopping, Fall prevention assistance, Playing games (cards, board games), Home maintenance (minor repairs)","R1769"
590,"Mc Arthur",2025-02-19,"Completed","Fall prevention assistance, Grocery shopping, Fall prevention assistance, Playing games (cards, board games), Home maintenance (minor repairs)","R1770"
591,"Hanover",2025-02-21,"Completed","Educational programs, Legal assistance referrals, Medication reminders (non-medical), Travel companionship, Home maintenance (minor repairs), Reading aloud (books, newspapers), Walking/exercise assistance, Travel companionship","R1771"
591,"Hanover",2025-02-18,"Completed","Educational programs, Legal assistance referrals, Medication reminders (non-medical), Travel companionship, Home maintenance (minor repairs), Reading aloud (books, newspapers), Walking/exercise assistance, Travel companionship","R1772"
591,"Hanover",2025-03-13,"Completed","Educational programs, Legal assistance referrals, Medication reminders (non-medical), Travel companionship, Home maintenance (minor repairs), Reading aloud (books, newspapers), Walking/exercise assistance, Travel companionship","R1773"
592,"Hersey",2025-02-27,"Completed","Volunteer coordination, Gardening, Music and entertainment, Cooking meals, Grocery shopping","R1774"
592,"Hersey",2025-02-26,"Pending","Volunteer coordination, Gardening, Music and entertainment, Cooking meals, Grocery shopping","R1775"
592,"Hersey",2025-03-07,"Completed","Volunteer coordination, Gardening, Music and entertainment, Cooking meals, Grocery shopping","R1776"
593,"Finly",2025-02-26,"Pending","Tech support (computers, phones)","R1777"
593,"Finly",2025-03-08,"Completed","Tech support (computers, phones)","R1778"
593,"Finly",2025-03-04,"Pending","Tech support (computers, phones)","R1779"
594,"Mc Causland",2025-02-28,"Completed","Home maintenance (minor repairs)","R1780"
594,"Mc Causland",2025-03-14,"Completed","Home maintenance (minor repairs)","R1781"
594,"Mc Causland",2025-02-27,"Pending","Home maintenance (minor repairs)","R1782"
595,"Laurier",2025-02-27,"Completed","Medication reminders (non-medical), Personal care (dressing, bathing - non-medical), Tech support (computers, phones), Home safety assessments, Educational programs, Errands (post office, dry cleaning), Financial management assistance (budgeting)","R1783"
595,"Laurier",2025-03-02,"Completed","Medication reminders (non-medical), Personal care (dressing, bathing - non-medical), Tech support (computers, phones), Home safety assessments, Educational programs, Errands (post office, dry cleaning), Financial management assistance (budgeting)","R1784"
595,"Laurier",2025-03-19,"Completed","Medication reminders (non-medical), Personal care (dressing, bathing - non-medical), Tech support (computers, phones), Home safety assessments, Educational programs, Errands (post office, dry cleaning), Financial management assistance (budgeting)","R1785"
596,"Hickman",2025-02-18,"Pending","Playing games (cards, board games), Gardening, Reading aloud (books, newspapers), Gardening","R1786"
596,"Hickman",2025-03-18,"Completed","Playing games (cards, board games), Gardening, Reading aloud (books, newspapers), Gardening","R1787"
596,"Hickman",2025-03-17,"Completed","Playing games (cards, board games), Gardening, Reading aloud (books, newspapers), Gardening","R1788"
597,"Shirley",2025-03-17,"Pending","Errands (post office, dry cleaning), Assistive technology training, Grocery shopping, Pet care, Accessibility modifications (home), Transportation to appointments, Companionship (social activities), Music and entertainment, Medication reminders (non-medical)","R1789"
597,"Shirley",2025-03-02,"Pending","Errands (post office, dry cleaning), Assistive technology training, Grocery shopping, Pet care, Accessibility modifications (home), Transportation to appointments, Companionship (social activities), Music and entertainment, Medication reminders (non-medical)","R1790"
597,"Shirley",2025-02-21,"Completed","Errands (post office, dry cleaning), Assistive technology training, Grocery shopping, Pet care, Accessibility modifications (home), Transportation to appointments, Companionship (social activities), Music and entertainment, Medication reminders (non-medical)","R1791"
598,"Ann Arbor",2025-02-26,"Pending","Grocery shopping, Travel companionship, Senior center activities, Home safety assessments, Tech support (computers, phones)","R1792"
598,"Ann Arbor",2025-02-22,"Completed","Grocery shopping, Travel companionship, Senior center activities, Home safety assessments, Tech support (computers, phones)","R1793"
598,"Ann Arbor",2025-02-18,"Completed","Grocery shopping, Travel companionship, Senior center activities, Home safety assessments, Tech support (computers, phones)","R1794"
599,"Grey Eagle",2025-03-02,"Completed","Fall prevention assistance, Social event planning, Medication reminders (non-medical), Reading aloud (books, newspapers), Reading aloud (books, newspapers), Arts and crafts activities, Housekeeping, Home safety assessments, Educational programs","R1795"
599,"Grey Eagle",2025-03-10,"Completed","Fall prevention assistance, Social event planning, Medication reminders (non-medical), Reading aloud (books, newspapers), Reading aloud (books, newspapers), Arts and crafts activities, Housekeeping, Home safety assessments, Educational programs","R1796"
599,"Grey Eagle",2025-02-18,"Completed","Fall prevention assistance, Social event planning, Medication reminders (non-medical), Reading aloud (books, newspapers), Reading aloud (books, newspapers), Arts and crafts activities, Housekeeping, Home safety assessments, Educational programs","R1797"
600,"Burtrum",2025-03-11,"Completed","Home safety assessments, Music and entertainment, Medication reminders (non-medical), Playing games (cards, board games), Arts and crafts activities, Music and entertainment, Walking/exercise assistance, Accessibility modifications (home), Housekeeping, Pet care","R1798"
600,"Burtrum",2025-03-04,"Completed","Home safety assessments, Music and entertainment, Medication reminders (non-medical), Playing games (cards, board games), Arts and crafts activities, Music and entertainment, Walking/exercise assistance, Accessibility modifications (home), Housekeeping, Pet care","R1799"
600,"Burtrum",2025-02-19,"Completed","Home safety assessments, Music and entertainment, Medication reminders (non-medical), Playing games (cards, board games), Arts and crafts activities, Music and entertainment, Walking/exercise assistance, Accessibility modifications (home), Housekeeping, Pet care","R1800"
601,"Enoree",2025-03-06,"Completed","Senior center activities, Gardening","R1801"
601,"Enoree",2025-03-18,"Pending","Senior center activities, Gardening","R1802"
601,"Enoree",2025-03-02,"Pending","Senior center activities, Gardening","R1803"
602,"Chilo",2025-02-19,"Pending","Accessibility modifications (home), Volunteer coordination","R1804"
602,"Chilo",2025-03-02,"Completed","Accessibility modifications (home), Volunteer coordination","R1805"
602,"Chilo",2025-03-17,"Completed","Accessibility modifications (home), Volunteer coordination","R1806"
603,"Evart",2025-03-15,"Completed","Medication reminders (non-medical), Arts and crafts activities, Housekeeping, Gardening, Grocery shopping, Assistive technology training, Assistive technology training, Errands (post office, dry cleaning), Medication reminders (non-medical), Reading aloud (books, newspapers)","R1807"
603,"Evart",2025-02-28,"Completed","Medication reminders (non-medical), Arts and crafts activities, Housekeeping, Gardening, Grocery shopping, Assistive technology training, Assistive technology training, Errands (post office, dry cleaning), Medication reminders (non-medical), Reading aloud (books, newspapers)","R1808"
603,"Evart",2025-03-08,"Completed","Medication reminders (non-medical), Arts and crafts activities, Housekeeping, Gardening, Grocery shopping, Assistive technology training, Assistive technology training, Errands (post office, dry cleaning), Medication reminders (non-medical), Reading aloud (books, newspapers)","R1809"
604,"Sioux Falls",2025-03-01,"Pending","Educational programs, Financial management assistance (budgeting), Home maintenance (minor repairs)","R1810"
604,"Sioux Falls",2025-02-23,"Completed","Educational programs, Financial management assistance (budgeting), Home maintenance (minor repairs)","R1811"
604,"Sioux Falls",2025-03-03,"Completed","Educational programs, Financial management assistance (budgeting), Home maintenance (minor repairs)","R1812"
605,"Madison",2025-02-27,"Completed","Financial management assistance (budgeting), Music and entertainment, Senior center activities, Social event planning, Companionship (social activities), Senior center activities, Pet care","R1813"
605,"Madison",2025-02-20,"Pending","Financial management assistance (budgeting), Music and entertainment, Senior center activities, Social event planning, Companionship (social activities), Senior center activities, Pet care","R1814"
605,"Madison",2025-03-01,"Completed","Financial management assistance (budgeting), Music and entertainment, Senior center activities, Social event planning, Companionship (social activities), Senior center activities, Pet care","R1815"
606,"Fresno",2025-02-20,"Completed","Assistive technology training, Gardening, Legal assistance referrals, Arts and crafts activities, Pet care, Cooking meals","R1816"
606,"Fresno",2025-03-04,"Completed","Assistive technology training, Gardening, Legal assistance referrals, Arts and crafts activities, Pet care, Cooking meals","R1817"
606,"Fresno",2025-02-26,"Pending","Assistive technology training, Gardening, Legal assistance referrals, Arts and crafts activities, Pet care, Cooking meals","R1818"
607,"Ostrander",2025-03-08,"Completed","Mental wellness support (non-clinical), Fall prevention assistance, Pet care, Medication reminders (non-medical), Social event planning, Pet care, Gardening","R1819"
607,"Ostrander",2025-03-09,"Completed","Mental wellness support (non-clinical), Fall prevention assistance, Pet care, Medication reminders (non-medical), Social event planning, Pet care, Gardening","R1820"
607,"Ostrander",2025-03-04,"Completed","Mental wellness support (non-clinical), Fall prevention assistance, Pet care, Medication reminders (non-medical), Social event planning, Pet care, Gardening","R1821"
608,"Conestee",2025-02-24,"Completed","Transportation to appointments, Accessibility modifications (home), Errands (post office, dry cleaning), Financial management assistance (budgeting), Home maintenance (minor repairs), Tech support (computers, phones), Errands (post office, dry cleaning)","R1822"
608,"Conestee",2025-03-11,"Completed","Transportation to appointments, Accessibility modifications (home), Errands (post office, dry cleaning), Financial management assistance (budgeting), Home maintenance (minor repairs), Tech support (computers, phones), Errands (post office, dry cleaning)","R1823"
608,"Conestee",2025-03-14,"Pending","Transportation to appointments, Accessibility modifications (home), Errands (post office, dry cleaning), Financial management assistance (budgeting), Home maintenance (minor repairs), Tech support (computers, phones), Errands (post office, dry cleaning)","R1824"
609,"Jamestown",2025-02-21,"Completed","Errands (post office, dry cleaning), Walking/exercise assistance, Senior center activities","R1825"
609,"Jamestown",2025-03-08,"Completed","Errands (post office, dry cleaning), Walking/exercise assistance, Senior center activities","R1826"
609,"Jamestown",2025-02-24,"Completed","Errands (post office, dry cleaning), Walking/exercise assistance, Senior center activities","R1827"
610,"Sarasota",2025-03-03,"Pending","Educational programs, Gardening","R1828"
610,"Sarasota",2025-02-25,"Pending","Educational programs, Gardening","R1829"
610,"Sarasota",2025-03-08,"Completed","Educational programs, Gardening","R1830"
611,"Cochran",2025-02-21,"Completed","Gardening, Reading aloud (books, newspapers), Respite care (for family caregivers), Educational programs, Home maintenance (minor repairs)","R1831"
611,"Cochran",2025-02-26,"Completed","Gardening, Reading aloud (books, newspapers), Respite care (for family caregivers), Educational programs, Home maintenance (minor repairs)","R1832"
611,"Cochran",2025-03-11,"Pending","Gardening, Reading aloud (books, newspapers), Respite care (for family caregivers), Educational programs, Home maintenance (minor repairs)","R1833"
612,"Jerome",2025-03-03,"Completed","Senior center activities, Reading aloud (books, newspapers)","R1834"
612,"Jerome",2025-02-26,"Completed","Senior center activities, Reading aloud (books, newspapers)","R1835"
612,"Jerome",2025-03-16,"Completed","Senior center activities, Reading aloud (books, newspapers)","R1836"
613,"Henderson",2025-02-18,"Pending","Grocery shopping, Volunteer coordination, Tech support (computers, phones), Mental wellness support (non-clinical), Cooking meals, Housekeeping, Accessibility modifications (home), Reading aloud (books, newspapers), Housekeeping","R1837"
613,"Henderson",2025-03-06,"Completed","Grocery shopping, Volunteer coordination, Tech support (computers, phones), Mental wellness support (non-clinical), Cooking meals, Housekeeping, Accessibility modifications (home), Reading aloud (books, newspapers), Housekeeping","R1838"
613,"Henderson",2025-03-18,"Completed","Grocery shopping, Volunteer coordination, Tech support (computers, phones), Mental wellness support (non-clinical), Cooking meals, Housekeeping, Accessibility modifications (home), Reading aloud (books, newspapers), Housekeeping","R1839"
614,"Saint Johnsbury",2025-02-22,"Completed","Legal assistance referrals, Senior center activities, Home safety assessments, Companionship (social activities), Home safety assessments, Transportation to appointments, Arts and crafts activities, Personal care (dressing, bathing - non-medical), Senior center activities","R1840"
614,"Saint Johnsbury",2025-02-19,"Completed","Legal assistance referrals, Senior center activities, Home safety assessments, Companionship (social activities), Home safety assessments, Transportation to appointments, Arts and crafts activities, Personal care (dressing, bathing - non-medical), Senior center activities","R1841"
614,"Saint Johnsbury",2025-03-01,"Completed","Legal assistance referrals, Senior center activities, Home safety assessments, Companionship (social activities), Home safety assessments, Transportation to appointments, Arts and crafts activities, Personal care (dressing, bathing - non-medical), Senior center activities","R1842"
615,"Franklin",2025-03-01,"Pending","Grocery shopping, Errands (post office, dry cleaning), Assistive technology training","R1843"
615,"Franklin",2025-02-26,"Pending","Grocery shopping, Errands (post office, dry cleaning), Assistive technology training","R1844"
615,"Franklin",2025-03-02,"Pending","Grocery shopping, Errands (post office, dry cleaning), Assistive technology training","R1845"
616,"Portal",2025-03-09,"Completed","Home maintenance (minor repairs), Legal assistance referrals, Volunteer coordination","R1846"
616,"Portal",2025-03-19,"Completed","Home maintenance (minor repairs), Legal assistance referrals, Volunteer coordination","R1847"
616,"Portal",2025-02-24,"Completed","Home maintenance (minor repairs), Legal assistance referrals, Volunteer coordination","R1848"
617,"Windham",2025-03-05,"Completed","Home maintenance (minor repairs), Volunteer coordination, Music and entertainment, Playing games (cards, board games), Arts and crafts activities, Errands (post office, dry cleaning), Home safety assessments, Accessibility modifications (home), Playing games (cards, board games)","R1849"
617,"Windham",2025-03-11,"Completed","Home maintenance (minor repairs), Volunteer coordination, Music and entertainment, Playing games (cards, board games), Arts and crafts activities, Errands (post office, dry cleaning), Home safety assessments, Accessibility modifications (home), Playing games (cards, board games)","R1850"
617,"Windham",2025-03-13,"Completed","Home maintenance (minor repairs), Volunteer coordination, Music and entertainment, Playing games (cards, board games), Arts and crafts activities, Errands (post office, dry cleaning), Home safety assessments, Accessibility modifications (home), Playing games (cards, board games)","R1851"
618,"Whitleyville",2025-03-02,"Pending","Mental wellness support (non-clinical), Gardening, Transportation to appointments, Housekeeping, Pet care, Reading aloud (books, newspapers), Arts and crafts activities, Companionship (social activities)","R1852"
618,"Whitleyville",2025-02-22,"Completed","Mental wellness support (non-clinical), Gardening, Transportation to appointments, Housekeeping, Pet care, Reading aloud (books, newspapers), Arts and crafts activities, Companionship (social activities)","R1853"
618,"Whitleyville",2025-03-01,"Pending","Mental wellness support (non-clinical), Gardening, Transportation to appointments, Housekeeping, Pet care, Reading aloud (books, newspapers), Arts and crafts activities, Companionship (social activities)","R1854"
619,"Boise",2025-02-27,"Completed","Transportation to appointments","R1855"
619,"Boise",2025-03-14,"Completed","Transportation to appointments","R1856"
619,"Boise",2025-02-25,"Completed","Transportation to appointments","R1857"
620,"Soledad",2025-02-17,"Completed","Mental wellness support (non-clinical), Reading aloud (books, newspapers), Medication reminders (non-medical), Legal assistance referrals, Music and entertainment, Travel companionship","R1858"
620,"Soledad",2025-03-05,"Pending","Mental wellness support (non-clinical), Reading aloud (books, newspapers), Medication reminders (non-medical), Legal assistance referrals, Music and entertainment, Travel companionship","R1859"
620,"Soledad",2025-03-17,"Pending","Mental wellness support (non-clinical), Reading aloud (books, newspapers), Medication reminders (non-medical), Legal assistance referrals, Music and entertainment, Travel companionship","R1860"
621,"Croton Falls",2025-02-25,"Completed","Cooking meals, Transportation to appointments, Fall prevention assistance, Tech support (computers, phones), Transportation to appointments, Personal care (dressing, bathing - non-medical), Transportation to appointments, Volunteer coordination","R1861"
621,"Croton Falls",2025-02-19,"Completed","Cooking meals, Transportation to appointments, Fall prevention assistance, Tech support (computers, phones), Transportation to appointments, Personal care (dressing, bathing - non-medical), Transportation to appointments, Volunteer coordination","R1862"
621,"Croton Falls",2025-03-12,"Pending","Cooking meals, Transportation to appointments, Fall prevention assistance, Tech support (computers, phones), Transportation to appointments, Personal care (dressing, bathing - non-medical), Transportation to appointments, Volunteer coordination","R1863"
622,"Pawtucket",2025-03-10,"Completed","Playing games (cards, board games), Assistive technology training, Reading aloud (books, newspapers), Senior center activities, Errands (post office, dry cleaning), Educational programs, Housekeeping, Housekeeping, Music and entertainment","R1864"
622,"Pawtucket",2025-03-07,"Completed","Playing games (cards, board games), Assistive technology training, Reading aloud (books, newspapers), Senior center activities, Errands (post office, dry cleaning), Educational programs, Housekeeping, Housekeeping, Music and entertainment","R1865"
622,"Pawtucket",2025-03-08,"Completed","Playing games (cards, board games), Assistive technology training, Reading aloud (books, newspapers), Senior center activities, Errands (post office, dry cleaning), Educational programs, Housekeeping, Housekeeping, Music and entertainment","R1866"
623,"Makaweli",2025-03-14,"Pending","Transportation to appointments, Home safety assessments, Walking/exercise assistance, Legal assistance referrals","R1867"
623,"Makaweli",2025-03-09,"Pending","Transportation to appointments, Home safety assessments, Walking/exercise assistance, Legal assistance referrals","R1868"
623,"Makaweli",2025-02-17,"Completed","Transportation to appointments, Home safety assessments, Walking/exercise assistance, Legal assistance referrals","R1869"
624,"Phoenix",2025-03-04,"Completed","Respite care (for family caregivers), Cooking meals, Travel companionship, Fall prevention assistance, Gardening","R1870"
624,"Phoenix",2025-02-20,"Pending","Respite care (for family caregivers), Cooking meals, Travel companionship, Fall prevention assistance, Gardening","R1871"
624,"Phoenix",2025-03-07,"Completed","Respite care (for family caregivers), Cooking meals, Travel companionship, Fall prevention assistance, Gardening","R1872"
625,"Erie",2025-03-09,"Completed","Fall prevention assistance, Volunteer coordination, Volunteer coordination, Pet care, Playing games (cards, board games)","R1873"
625,"Erie",2025-03-10,"Pending","Fall prevention assistance, Volunteer coordination, Volunteer coordination, Pet care, Playing games (cards, board games)","R1874"
625,"Erie",2025-02-25,"Pending","Fall prevention assistance, Volunteer coordination, Volunteer coordination, Pet care, Playing games (cards, board games)","R1875"
626,"Pendleton",2025-03-13,"Completed","Music and entertainment, Companionship (social activities), Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical), Respite care (for family caregivers)","R1876"
626,"Pendleton",2025-02-20,"Pending","Music and entertainment, Companionship (social activities), Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical), Respite care (for family caregivers)","R1877"
626,"Pendleton",2025-03-01,"Completed","Music and entertainment, Companionship (social activities), Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical), Respite care (for family caregivers)","R1878"
627,"Ogden",2025-03-09,"Pending","Legal assistance referrals, Fall prevention assistance","R1879"
627,"Ogden",2025-03-02,"Completed","Legal assistance referrals, Fall prevention assistance","R1880"
627,"Ogden",2025-03-08,"Completed","Legal assistance referrals, Fall prevention assistance","R1881"
628,"Clatskanie",2025-03-04,"Completed","Volunteer coordination, Travel companionship, Senior center activities, Medication reminders (non-medical), Assistive technology training, Reading aloud (books, newspapers), Social event planning, Transportation to appointments, Legal assistance referrals, Pet care","R1882"
628,"Clatskanie",2025-02-27,"Completed","Volunteer coordination, Travel companionship, Senior center activities, Medication reminders (non-medical), Assistive technology training, Reading aloud (books, newspapers), Social event planning, Transportation to appointments, Legal assistance referrals, Pet care","R1883"
628,"Clatskanie",2025-03-03,"Pending","Volunteer coordination, Travel companionship, Senior center activities, Medication reminders (non-medical), Assistive technology training, Reading aloud (books, newspapers), Social event planning, Transportation to appointments, Legal assistance referrals, Pet care","R1884"
629,"Abilene",2025-03-05,"Completed","Gardening, Educational programs, Home safety assessments, Cooking meals, Travel companionship, Playing games (cards, board games), Transportation to appointments, Financial management assistance (budgeting), Cooking meals, Home safety assessments","R1885"
629,"Abilene",2025-03-17,"Pending","Gardening, Educational programs, Home safety assessments, Cooking meals, Travel companionship, Playing games (cards, board games), Transportation to appointments, Financial management assistance (budgeting), Cooking meals, Home safety assessments","R1886"
629,"Abilene",2025-03-11,"Completed","Gardening, Educational programs, Home safety assessments, Cooking meals, Travel companionship, Playing games (cards, board games), Transportation to appointments, Financial management assistance (budgeting), Cooking meals, Home safety assessments","R1887"
630,"Margate",2025-03-09,"Pending","Arts and crafts activities, Accessibility modifications (home), Volunteer coordination, Tech support (computers, phones), Walking/exercise assistance","R1888"
630,"Margate",2025-03-06,"Pending","Arts and crafts activities, Accessibility modifications (home), Volunteer coordination, Tech support (computers, phones), Walking/exercise assistance","R1889"
630,"Margate",2025-03-12,"Pending","Arts and crafts activities, Accessibility modifications (home), Volunteer coordination, Tech support (computers, phones), Walking/exercise assistance","R1890"
631,"Celeste",2025-03-15,"Pending","Senior center activities, Pet care, Accessibility modifications (home), Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Accessibility modifications (home), Assistive technology training, Medication reminders (non-medical), Errands (post office, dry cleaning), Errands (post office, dry cleaning)","R1891"
631,"Celeste",2025-02-23,"Pending","Senior center activities, Pet care, Accessibility modifications (home), Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Accessibility modifications (home), Assistive technology training, Medication reminders (non-medical), Errands (post office, dry cleaning), Errands (post office, dry cleaning)","R1892"
631,"Celeste",2025-03-12,"Completed","Senior center activities, Pet care, Accessibility modifications (home), Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Accessibility modifications (home), Assistive technology training, Medication reminders (non-medical), Errands (post office, dry cleaning), Errands (post office, dry cleaning)","R1893"
632,"Hensley",2025-02-20,"Pending","Home safety assessments","R1894"
632,"Hensley",2025-03-05,"Pending","Home safety assessments","R1895"
632,"Hensley",2025-03-18,"Completed","Home safety assessments","R1896"
633,"New Orleans",2025-02-26,"Completed","Respite care (for family caregivers)","R1897"
633,"New Orleans",2025-02-21,"Completed","Respite care (for family caregivers)","R1898"
633,"New Orleans",2025-03-19,"Pending","Respite care (for family caregivers)","R1899"
634,"Hansen",2025-02-27,"Pending","Respite care (for family caregivers), Fall prevention assistance, Reading aloud (books, newspapers), Travel companionship, Housekeeping, Home safety assessments, Music and entertainment, Transportation to appointments, Cooking meals, Travel companionship","R1900"
634,"Hansen",2025-02-28,"Completed","Respite care (for family caregivers), Fall prevention assistance, Reading aloud (books, newspapers), Travel companionship, Housekeeping, Home safety assessments, Music and entertainment, Transportation to appointments, Cooking meals, Travel companionship","R1901"
634,"Hansen",2025-02-24,"Completed","Respite care (for family caregivers), Fall prevention assistance, Reading aloud (books, newspapers), Travel companionship, Housekeeping, Home safety assessments, Music and entertainment, Transportation to appointments, Cooking meals, Travel companionship","R1902"
635,"Willoughby",2025-02-28,"Pending","Home maintenance (minor repairs), Reading aloud (books, newspapers), Walking/exercise assistance, Social event planning, Social event planning, Financial management assistance (budgeting), Playing games (cards, board games), Cooking meals","R1903"
635,"Willoughby",2025-03-15,"Completed","Home maintenance (minor repairs), Reading aloud (books, newspapers), Walking/exercise assistance, Social event planning, Social event planning, Financial management assistance (budgeting), Playing games (cards, board games), Cooking meals","R1904"
635,"Willoughby",2025-03-12,"Completed","Home maintenance (minor repairs), Reading aloud (books, newspapers), Walking/exercise assistance, Social event planning, Social event planning, Financial management assistance (budgeting), Playing games (cards, board games), Cooking meals","R1905"
636,"Elk Creek",2025-03-01,"Completed","Respite care (for family caregivers), Arts and crafts activities, Mental wellness support (non-clinical), Errands (post office, dry cleaning), Companionship (social activities), Educational programs, Social event planning","R1906"
636,"Elk Creek",2025-03-13,"Pending","Respite care (for family caregivers), Arts and crafts activities, Mental wellness support (non-clinical), Errands (post office, dry cleaning), Companionship (social activities), Educational programs, Social event planning","R1907"
636,"Elk Creek",2025-03-14,"Completed","Respite care (for family caregivers), Arts and crafts activities, Mental wellness support (non-clinical), Errands (post office, dry cleaning), Companionship (social activities), Educational programs, Social event planning","R1908"
637,"Ferndale",2025-03-15,"Completed","Walking/exercise assistance, Accessibility modifications (home)","R1909"
637,"Ferndale",2025-03-03,"Pending","Walking/exercise assistance, Accessibility modifications (home)","R1910"
637,"Ferndale",2025-03-09,"Completed","Walking/exercise assistance, Accessibility modifications (home)","R1911"
638,"Chappell",2025-03-13,"Completed","Assistive technology training, Fall prevention assistance, Social event planning, Assistive technology training","R1912"
638,"Chappell",2025-02-18,"Pending","Assistive technology training, Fall prevention assistance, Social event planning, Assistive technology training","R1913"
638,"Chappell",2025-03-15,"Completed","Assistive technology training, Fall prevention assistance, Social event planning, Assistive technology training","R1914"
639,"Marvin",2025-03-18,"Pending","Educational programs, Volunteer coordination, Volunteer coordination, Gardening, Housekeeping","R1915"
